rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,IndivWgtx,bcsvictim,rubbcomm,vandcomm,poorhou,Total
147288220,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Rent it,Widowed,75+,White,Other,Urban,1,0.33,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147532050,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Degree or diploma,Urban,4,0.64,Not a victim of crime,Not at all common,Not at all common,Not very common,1
136219280,D (Online Security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Degree or diploma,Urban,2,0.72,Victim of crime,Not very common,Not very common,Fairly common,4
136825150,C (Crime prevention and security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,Asian or Asian British,O level/GCSE,Urban,1,2.96,Victim of crime,Not very common,Not very common,Fairly common,4
137007260,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,Own it outright,Divorced,65-74,White,None,Urban,3,0.61,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136849040,D (Online Security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,3,1.26,Not a victim of crime,Not very common,Not very common,Not very common,3
137036100,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Own it outright,Widowed,75+,White,None,Urban,4,0.35,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136208250,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Rural,1,0.37,Not a victim of crime,Not very common,Not very common,Not very common,3
136224320,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Urban,5,1.06,Not a victim of crime,Not very common,Not at all common,Not very common,2
136828020,B (Attitudes to the CJS),Female,10 years but less than 20 years,No,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,5,1.3,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136053210,A (Experiences of the police),Female,20 years or longer,,Yes,Rent it,Married/Civil Partnered,55-64,White,Other,Urban,3,0.74,Not a victim of crime,Not very common,Not at all common,Not very common,2
136992090,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Apprenticeship or A/AS level,Urban,3,0.6,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136954260,B (Attitudes to the CJS),Male,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Single,16-24,Asian or Asian British,O level/GCSE,Urban,,2.03,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
135354290,A (Experiences of the police),Female,20 years or longer,,Yes,Rent it,Single,25-34,White,Degree or diploma,Urban,2,0.54,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136944210,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Rural,5,0.62,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
135553510,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,2,1.65,Victim of crime,Not at all common,Not at all common,Not at all common,0
137012030,C (Crime prevention and security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Single,35-44,White,Apprenticeship or A/AS level,Urban,1,0.58,Not a victim of crime,Not very common,Not very common,Not very common,3
136263360,D (Online Security),Female,12 months but less than 2 years,No,No,Rent it,Cohabiting,55-64,White,Degree or diploma,Rural,3,0.65,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137088180,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Degree or diploma,Urban,,0.5,Not a victim of crime,Not at all common,Not at all common,Not very common,1
135390160,D (Online Security),Female,3 years but less than 5 years,No,Yes,Rent it,Single,16-24,Chinese or Other,Degree or diploma,Urban,4,1.51,Victim of crime,Not very common,Not at all common,Not at all common,1
136683120,D (Online Security),Female,3 years but less than 5 years,,No,Rent it,Single,16-24,Black or Black British,Degree or diploma,Urban,2,2.76,Victim of crime,Not very common,Not at all common,Not at all common,1
147557040,D (Online Security),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,O level/GCSE,Rural,5,1.09,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136303040,D (Online Security),Male,10 years but less than 20 years,,Yes,Own it outright,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,4,1.25,Not a victim of crime,Not at all common,Not at all common,Not very common,1
136172120,D (Online Security),Male,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Apprenticeship or A/AS level,Urban,2,1.26,Victim of crime,Not at all common,Not at all common,Not at all common,0
135507320,D (Online Security),Male,5 years but less than 10 years,,Yes,Rent it,Married/Civil Partnered,35-44,White,None,Urban,1,1.88,Not a victim of crime,Not very common,Not very common,Not very common,3
136582200,D (Online Security),Male,20 years or longer,,No,Own it outright,Divorced,65-74,White,None,Urban,2,0.5,Not a victim of crime,Not very common,Not very common,Not very common,3
135440020,B (Attitudes to the CJS),Male,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Single,16-24,White,Apprenticeship or A/AS level,Urban,5,2.68,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
135379270,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Own it outright,Single,45-54,White,Degree or diploma,Urban,3,0.57,Not a victim of crime,Fairly common,Fairly common,Fairly common,6
136923050,A (Experiences of the police),Female,12 months but less than 2 years,Yes,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,5,0.87,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136848140,B (Attitudes to the CJS),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,45-54,White,Apprenticeship or A/AS level,Urban,2,1.2,Not a victim of crime,Not very common,Not very common,Not very common,3
136781200,D (Online Security),Female,2 years but less than 3 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Degree or diploma,Urban,5,0.56,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136449150,C (Crime prevention and security),Female,20 years or longer,,Yes,Own it outright,Single,45-54,White,Degree or diploma,Urban,2,1.67,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136407310,C (Crime prevention and security),Female,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Cohabiting,16-24,White,Apprenticeship or A/AS level,Urban,,0.75,Victim of crime,Not very common,Not very common,Not very common,3
137038240,D (Online Security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,45-54,White,Degree or diploma,Urban,4,2.92,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136527120,D (Online Security),Female,3 years but less than 5 years,Yes,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Cohabiting,25-34,White,Degree or diploma,Rural,3,0.67,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136838200,D (Online Security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Apprenticeship or A/AS level,Urban,2,1.2,Victim of crime,Not very common,Not at all common,Not at all common,1
137060270,C (Crime prevention and security),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Rural,3,1.66,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136081310,C (Crime prevention and security),Female,2 years but less than 3 years,,Yes,Rent it,Married/Civil Partnered,25-34,Black or Black British,Apprenticeship or A/AS level,Urban,4,0.64,Not a victim of crime,Not very common,Not very common,Not very common,3
135275040,D (Online Security),Female,5 years but less than 10 years,,Yes,Rent it,Single,45-54,White,Degree or diploma,Urban,4,0.55,Not a victim of crime,Not very common,Not at all common,Not very common,2
147574300,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Apprenticeship or A/AS level,Urban,1,0.83,Not a victim of crime,Not very common,Not very common,Not very common,3
136486320,D (Online Security),Female,Less than 12 months,No,No,Rent it,Single,16-24,White,O level/GCSE,Urban,1,0.87,Not a victim of crime,Not very common,Not at all common,Not very common,2
147282010,A (Experiences of the police),Male,12 months but less than 2 years,Yes,Yes,Pay part rent and part mortgage (shared ownership),Cohabiting,25-34,White,Apprenticeship or A/AS level,Urban,3,1.34,Victim of crime,Not at all common,Not at all common,Not at all common,0
136988140,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,Apprenticeship or A/AS level,Urban,2,2.45,Victim of crime,Not very common,Not at all common,Not at all common,1
147623330,A (Experiences of the police),Female,3 years but less than 5 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,5,1.13,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136094170,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,O level/GCSE,Urban,2,2.14,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137214170,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,5,1.03,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136697100,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Rent it,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,2,1.37,Victim of crime,Fairly common,Not very common,Not very common,4
136418250,A (Experiences of the police),Female,20 years or longer,,Refusal,Buying it with the help of a mortgage or loan,Single,35-44,Asian or Asian British,Other,Urban,2,1.23,Not a victim of crime,Not very common,Not very common,Not very common,3
136757100,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,3,1.19,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136349230,C (Crime prevention and security),Female,12 months but less than 2 years,Yes,Yes,Rent it,Single,16-24,White,Degree or diploma,Urban,2,0.74,Not a victim of crime,Not very common,Not at all common,Not very common,2
147333200,D (Online Security),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Apprenticeship or A/AS level,Urban,2,0.36,Not a victim of crime,Fairly common,Not very common,Not very common,4
136997090,A (Experiences of the police),Male,20 years or longer,No,No,Rent it,Widowed,75+,White,None,Urban,1,0.6,Not a victim of crime,Not very common,Not very common,Not very common,3
136614150,C (Crime prevention and security),Male,Less than 12 months,No,Yes,Rent it,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,3,0.91,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136145290,A (Experiences of the police),Male,Less than 12 months,No,Yes,Rent it,Separate,25-34,Asian or Asian British,Degree or diploma,Urban,2,0.66,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136609120,D (Online Security),Female,3 years but less than 5 years,,Yes,Rent it,Married/Civil Partnered,55-64,White,None,Urban,2,0.5,Not a victim of crime,Not very common,Not very common,Not very common,3
147416060,B (Attitudes to the CJS),Male,12 months but less than 2 years,Yes,Yes,Rent it,Single,16-24,White,Degree or diploma,Urban,5,4.47,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136893230,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,4,1.14,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136375200,D (Online Security),Male,20 years or longer,,No,Own it outright,Widowed,65-74,White,None,Urban,5,0.79,Not a victim of crime,Not very common,Not at all common,Not very common,2
136600240,D (Online Security),Male,10 years but less than 20 years,,No,Rent it,Single,16-24,White,O level/GCSE,Rural,5,0.89,Victim of crime,Not very common,Not at all common,Not at all common,1
147439140,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,5,1.31,Victim of crime,Not at all common,Not at all common,Not at all common,0
135458070,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Widowed,65-74,White,Other,Urban,3,0.45,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136571130,A (Experiences of the police),Male,20 years or longer,,No,Rent it,Divorced,55-64,White,None,Urban,1,0.54,Not a victim of crime,Fairly common,Not very common,Fairly common,5
136941110,C (Crime prevention and security),Female,20 years or longer,No,Yes,Buying it with the help of a mortgage or loan,Separate,45-54,White,Degree or diploma,Rural,5,0.55,Victim of crime,Not at all common,Not at all common,Not at all common,0
136476090,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Rural,5,0.57,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147523130,A (Experiences of the police),Female,20 years or longer,,No,Rent it,Divorced,45-54,White,O level/GCSE,Urban,1,1.16,Not a victim of crime,Not at all common,Not at all common,Not very common,1
136227260,B (Attitudes to the CJS),Female,10 years but less than 20 years,No,No,Rent it,Cohabiting,16-24,White,None,Urban,1,1.13,Not a victim of crime,Not very common,Not very common,Not very common,3
147508160,D (Online Security),Male,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,O level/GCSE,Urban,4,1.27,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136825230,C (Crime prevention and security),Male,12 months but less than 2 years,Yes,Yes,Rent it,Cohabiting,35-44,Black or Black British,O level/GCSE,Urban,2,1.46,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136043120,D (Online Security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,2,1.34,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137154190,C (Crime prevention and security),Male,Less than 12 months,No,Yes,Rent it,Married/Civil Partnered,25-34,White,Apprenticeship or A/AS level,Rural,2,1.57,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136521160,D (Online Security),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,5,0.46,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136362220,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Rent it,Single,35-44,White,None,Urban,3,0.54,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136358260,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,45-54,White,O level/GCSE,Urban,5,0.56,Not a victim of crime,Not at all common,Not at all common,Not very common,1
136570250,A (Experiences of the police),Female,Less than 12 months,No,No,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,1,0.68,Not a victim of crime,Fairly common,Fairly common,Fairly common,6
136446250,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Urban,3,1.4,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136789200,D (Online Security),Female,20 years or longer,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Rural,5,0.85,Not a victim of crime,Not very common,Not at all common,Not very common,2
147349290,A (Experiences of the police),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Rural,3,0.35,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147309050,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,2,0.8,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147559050,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Urban,4,0.58,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137042310,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,3,1.1,Not a victim of crime,Not very common,Not at all common,Not very common,2
137107170,A (Experiences of the police),Male,Less than 12 months,No,Yes,Rent it,Single,16-24,White,None,Urban,1,4.15,Victim of crime,Fairly common,Not very common,Not very common,4
137066090,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,5,1.29,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137052080,D (Online Security),Female,10 years but less than 20 years,No,Yes,Own it outright,Single,35-44,White,Degree or diploma,Urban,5,0.65,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147437310,C (Crime prevention and security),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,None,Urban,1,0.67,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136433240,D (Online Security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Urban,1,1.57,Not a victim of crime,Fairly common,Not very common,Not very common,4
136829260,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Urban,3,0.7,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147374250,A (Experiences of the police),Female,5 years but less than 10 years,,Yes,Own it outright,Divorced,65-74,Black or Black British,Apprenticeship or A/AS level,Urban,2,0.6,Not a victim of crime,Not very common,Not at all common,Not very common,2
147485070,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Widowed,65-74,White,Apprenticeship or A/AS level,Urban,5,0.34,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
135372060,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Own it outright,Single,35-44,White,Degree or diploma,Urban,2,0.57,Not a victim of crime,Fairly common,Not very common,Not very common,4
136235090,A (Experiences of the police),Male,3 years but less than 5 years,,No,Rent it,Divorced,65-74,White,None,Urban,4,0.55,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136682230,C (Crime prevention and security),Female,20 years or longer,,No,Buying it with the help of a mortgage or loan,Single,35-44,White,Degree or diploma,Urban,,0.56,Victim of crime,Not very common,Not very common,Not very common,3
135599060,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Rural,4,1,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136583130,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Urban,5,2.11,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136474020,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Rural,3,0.49,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147530030,C (Crime prevention and security),Female,20 years or longer,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Widowed,65-74,White,None,Urban,3,0.58,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136849030,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Apprenticeship or A/AS level,Urban,3,1.1,Not a victim of crime,Not very common,Not very common,Not very common,3
137115130,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Urban,4,2.63,Not a victim of crime,Not very common,Not very common,Not very common,3
136543280,D (Online Security),Male,12 months but less than 2 years,Yes,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,None,Rural,,0.75,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136767270,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Urban,4,2.23,Not a victim of crime,Not very common,Not very common,Not very common,3
136395280,D (Online Security),Male,12 months but less than 2 years,Yes,Yes,Rent it,Cohabiting,25-34,White,Degree or diploma,Urban,5,1.22,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136696250,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Rent it,Divorced,25-34,White,Degree or diploma,Urban,1,2.23,Not a victim of crime,Not at all common,Not very common,Not very common,2
136990150,C (Crime prevention and security),Male,20 years or longer,,Yes,Rent it,Single,16-24,Black or Black British,Degree or diploma,Urban,2,4.06,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136119040,D (Online Security),Female,10 years but less than 20 years,,No,Own it outright,Single,16-24,White,O level/GCSE,Rural,4,1.43,Not a victim of crime,Not very common,Not very common,Not very common,3
136717310,C (Crime prevention and security),Male,12 months but less than 2 years,Yes,Yes,Buying it with the help of a mortgage or loan,Single,35-44,White,Degree or diploma,Urban,5,0.54,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136358290,A (Experiences of the police),Female,3 years but less than 5 years,,No,Own it outright,Widowed,75+,White,O level/GCSE,Urban,5,0.64,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147435110,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Degree or diploma,Urban,1,0.78,Not a victim of crime,Not very common,Not very common,Not very common,3
136161130,A (Experiences of the police),Female,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,1,1.38,Not a victim of crime,Fairly common,Not very common,Not very common,4
136770240,D (Online Security),Male,5 years but less than 10 years,,No,Rent it,Single,16-24,White,O level/GCSE,Urban,3,2.33,Not a victim of crime,Not very common,Not at all common,Not very common,2
136990080,D (Online Security),Male,12 months but less than 2 years,Yes,Yes,Rent it,Cohabiting,16-24,White,Apprenticeship or A/AS level,Urban,3,1.56,Victim of crime,Not at all common,Not at all common,Not at all common,0
136649070,C (Crime prevention and security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,45-54,White,None,Rural,4,0.36,Not a victim of crime,Not very common,Not at all common,Not very common,2
136470080,D (Online Security),Male,12 months but less than 2 years,Yes,No,Rent it,Married/Civil Partnered,55-64,White,None,Rural,3,1.02,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137076040,D (Online Security),Female,2 years but less than 3 years,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,5,1.06,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147594150,C (Crime prevention and security),Female,20 years or longer,,Yes,Own it outright,Divorced,65-74,White,Apprenticeship or A/AS level,Urban,1,0.48,Not a victim of crime,Very common,Fairly common,Fairly common,7
137171200,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Rural,3,1.19,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136266090,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Rural,,0.48,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136773020,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,5,1.66,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136882160,D (Online Security),Male,10 years but less than 20 years,,No,Rent it,Single,35-44,White,O level/GCSE,Urban,1,0.29,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136194330,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,None,Urban,2,0.51,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136051130,A (Experiences of the police),Female,Less than 12 months,No,No,Rent it,Cohabiting,16-24,White,O level/GCSE,Urban,4,1.43,Victim of crime,Not very common,Not very common,Not very common,3
136647110,C (Crime prevention and security),Female,20 years or longer,,Yes,Rent it,Single,16-24,White,O level/GCSE,Urban,2,0.48,Not a victim of crime,Not at all common,Not very common,Not very common,2
137195220,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Rural,2,0.63,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137111020,B (Attitudes to the CJS),Male,3 years but less than 5 years,,No,Rent it,Single,35-44,White,None,Urban,1,0.62,Not a victim of crime,Fairly common,Fairly common,Fairly common,6
136296150,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Rent it,Divorced,25-34,Asian or Asian British,None,Urban,2,0.69,Not a victim of crime,Fairly common,Fairly common,Fairly common,6
147400090,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,Asian or Asian British,Degree or diploma,Urban,1,1.08,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136260040,D (Online Security),Female,5 years but less than 10 years,,Yes,Rent it,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,5,0.83,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136073150,C (Crime prevention and security),Female,5 years but less than 10 years,,No,Rent it,Married/Civil Partnered,65-74,Asian or Asian British,O level/GCSE,Urban,3,2.29,Victim of crime,Not very common,Not at all common,Not at all common,1
147313170,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Apprenticeship or A/AS level,Urban,5,1.2,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
135612270,C (Crime prevention and security),Male,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,White,Degree or diploma,Urban,3,1.3,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136546210,A (Experiences of the police),Male,20 years or longer,No,Yes,Rent it,Cohabiting,35-44,White,Apprenticeship or A/AS level,Urban,,1.18,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147313020,B (Attitudes to the CJS),Male,20 years or longer,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,45-54,White,Degree or diploma,Urban,2,0.65,Not a victim of crime,Fairly common,Not very common,Not very common,4
136399100,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,5,0.61,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147375010,A (Experiences of the police),Male,Less than 12 months,No,Yes,Rent it,Single,35-44,Asian or Asian British,Degree or diploma,Urban,2,0.68,Not a victim of crime,Not very common,Not very common,Not very common,3
136388210,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,4,0.99,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136909280,D (Online Security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,O level/GCSE,Rural,4,1.03,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137184020,B (Attitudes to the CJS),Male,3 years but less than 5 years,,Yes,Rent it,Separate,45-54,White,Degree or diploma,Urban,4,0.59,Not a victim of crime,Fairly common,Not very common,Fairly common,5
136433070,C (Crime prevention and security),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,2,1.08,Victim of crime,Not very common,Not at all common,Not very common,2
136669220,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Urban,2,0.51,Not a victim of crime,Not very common,Not very common,Not very common,3
136212010,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,5,1.74,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136324090,A (Experiences of the police),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,3,1.08,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
